date, pm25, pm10, o3, no2, so2, co
2018/6/10, 17, 15, 24, 3, 2, 2
2018/6/11, 22, 15, 13, 14, 2, 3
2018/6/12, 30, 12, 16, 12, 2, 4
2018/6/13, 30, 15, 9, 14, 2, 7
2018/6/14, 41, 23, 12, 12, 3, 9
2018/6/15, 57, 18, 13, 14, 2, 8
2018/6/16, 53, 15, 19, 9, 2, 6
2018/6/17, 48, 15, 19, 7, 2, 8
2018/6/18, 48, 13, 23, 4, 4, 2
2018/6/19, 25, 8, 17, 10, 2, 3
2018/6/20, 31, 2, 13, 11, 2, 3
2018/6/21, 21, 9, 8, 15, , 6
2018/6/22, 42, 11, 14, 12, , 6
2018/6/23, 48, 10, 18, 10, 3, 4
2018/6/24, 42, 11, 19, 9, , 5
2018/6/25, 46, 9, 14, 11, , 5
2018/6/26, 40, 12, 10, 12, , 6
2018/6/27, 45, , , , , 
2018/1/2, 30, 20, 32, 6, 7, 
2018/1/3, 38, 24, 23, 2, 3, 
2018/1/4, 46, 18, 26, 3, 10, 
2018/1/5, 34, 15, 13, 6, 2, 3
2018/1/6, 32, 20, 17, 2, 3, 
2018/1/7, 31, 22, 9, 1, , 
2018/1/8, 34, , , , , 
2018/1/10, 36, 24, 17, 2, 3, 
2018/1/11, 41, 16, 15, 1, 2, 2
2018/1/12, 28, 15, 15, 3, 4, 2
2018/1/13, 27, 17, 20, 3, 4, 2
2018/1/14, 32, 23, 23, 3, , 10
2018/1/15, 48, 27, 13, 1, 4, 6
2018/1/16, 64, 5, 19, 2, , 3
2018/1/17, 17, 8, 14, 3, , 
2018/1/18, 22, 8, 12, 5, 10, 3
2018/1/19, 19, 14, 24, 5, 3, 2
2018/1/20, 27, 18, 24, 7, 8, 2
2018/1/21, 35, 26, 20, 4, 9, 
2018/1/22, 50, 19, 21, 5, 11, 2
2018/1/23, 38, 19, 21, 5, 9, 3
2018/1/24, 36, 18, 23, 4, 9, 2
2018/1/25, 34, 19, 19, 4, 6, 
2018/1/26, 33, 17, 21, 3, 7, 
2018/1/27, 33, 13, 10, 1, 3, 
2018/1/28, 28, 13, 22, 2, , 2
2018/1/29, 25, 16, 18, 1, 2, 
2018/1/30, 22, 17, 17, 3, , 
2018/1/31, 22, 16, 21, 5, , 3
2018/2/1, 24, 15, 23, 4, 4, 2
2018/2/2, 19, 12, 27, 3, , 2
2018/2/3, 21, 13, 24, 1, , 2
2018/2/4, 26, 13, 13, 2, , 2
2018/2/5, 37, 14, 19, 6, 6, 
2018/2/6, 32, 20, 14, 3, 6, 
2018/2/7, 37, 17, 15, 2, 4, 2
2018/2/8, 31, 16, 19, 5, 4, 3
2018/2/9, 31, 22, 14, 4, 4, 2
2018/2/10, 40, 17, 19, 2, 5, 
2018/2/11, 31, 20, 21, 4, 8, 2
2018/2/12, 36, 20, 21, 4, 10, 2
2018/2/13, 39, 17, 14, 2, 3, 2
2018/2/14, 36, 17, 22, 3, 10, 
2018/2/15, 32, 20, 37, 4, 5, 3
2018/2/16, 36, 28, 33, 3, 3, 2
2018/2/17, 43, 24, 20, 2, , 2
2018/2/18, 48, 14, 24, 4, , 3
2018/2/19, 36, 13, 16, 2, 4, 2
2018/2/20, 29, 10, 20, 3, , 2
2018/2/21, 21, 14, 25, 3, 3, 2
2018/2/22, 25, 16, 28, 4, , 3
2018/2/23, 34, 12, 20, 1, , 2
2018/2/24, 32, 9, 20, 4, , 
2018/2/25, 18, 14, 29, 5, 5, 3
2018/2/26, 23, 14, 16, 2, 3, 2
2018/2/27, 30, 13, 21, 4, 2, 
2018/2/28, 28, 18, 23, 3, 5, 2
2018/3/1, 33, 22, 25, 7, 7, 2
2018/3/2, 37, 18, 21, 2, 5, 2
2018/3/3, 36, 14, 21, 7, 5, 3
2018/3/4, 24, 13, 24, 2, , 2
2018/3/5, 23, 11, 24, 3, , 
2018/3/6, 22, 13, 32, 2, , 2
2018/3/7, 26, 16, 19, 4, 6, 
2018/3/8, 36, 17, 21, 6, 6, 3
2018/3/9, 37, 19, 19, 3, 4, 
2018/3/10, 37, 18, 18, , , 2
2018/3/11, 24, 26, 23, , , 
2018/3/12, 28, 18, 26, 2, , 
2018/3/13, 31, 14, 40, 5, 6, 3
2018/3/14, 28, 25, 22, 5, , 3
2018/3/15, 46, 11, 17, 2, , 3
2018/3/16, 31, 5, 16, 3, , 2
2018/3/17, 17, 9, 18, 1, 3, 2
2018/3/18, 19, 17, 19, 4, 7, 1
2018/3/19, 31, 17, 22, 4, , 2
2018/3/20, 36, 10, 19, 6, 4, 2
2018/3/21, 36, 13, 27, 6, 3, 2
2018/3/22, 26, 21, 14, 3, , 3
2018/3/23, 46, 15, 17, 6, 8, 2
2018/3/24, 36, 14, 16, 1, 2, 2
2018/3/25, 26, 14, 15, 1, , 2
2018/3/26, 28, 14, 12, 2, , 2
2018/3/27, 33, 8, 17, 3, , 2
2018/3/28, 19, 9, 15, 5, 4, 3
2018/3/29, 20, 12, 20, 6, 7, 2
2018/3/30, 24, 16, 26, 6, 9, 2
2018/3/31, 29, 22, 17, 2, 7, 2
2018/4/1, 49, 11, 17, 3, 7, 
2017/10/2, 33, 14, 20, 8, 5, 4
2017/10/3, 37, 9, 24, 2, 2, 2
2017/10/4, 25, 9, 24, 1, , 2
2017/10/5, 21, 13, 32, 14, , 4
2017/10/6, 42, 49, 24, 5, , 10
2017/10/7, 137, 6, 24, 1, 4, 2
2017/10/8, 12, 9, 24, 5, , 3
2017/10/9, 19, 14, 25, 3, , 4
2017/10/10, 36, 10, 27, 3, , 
2017/10/11, 22, 12, 22, 3, 4, 3
2017/10/12, 24, 12, 24, 5, 15, 
2017/10/13, 24, 12, 27, 4, , 4
2017/10/14, 28, 10, 45, 3, 4, 3
2017/10/15, 27, 15, 28, 3, 3, 3
2017/10/16, 39, 11, 23, 1, , 
2017/10/17, 23, 16, 26, 2, , 2
2017/10/18, 29, 12, 25, 2, , 2
2017/10/19, 24, 12, 23, 5, , 2
2017/10/20, 26, 13, 25, 6, , 3
2017/10/21, 29, 21, 26, 2, , 4
2017/10/22, 55, 16, 30, 3, , 4
